,age,birthday,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,annual_salary,Forward,Goalkeeper,Midfielder,Arsenal,Brighton & Hove Albion,Burnley,Cardiff City,Chelsea,Crystal Palace,Everton,Fulham,Huddersfield Town,Leicester City,Liverpool,Manchester City,Manchester United,Newcastle United,Southampton,Tottenham Hotspur,Watford,West Ham United,Wolverhampton Wanderers
232,29,656726400,2135,985,1150,31,10,13,6,4,2,3,0,3,0,0,15,6,9,15,8,7,3,0,0.38,0.13,0.25,0.37,0.16,356,0.63,142,69,712,712,0.13,78,119,-1,8,9718072.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
249,34,505180800,1785,646,1139,31,7,12,5,0,5,4,2,2,3,0,18,9,9,11,4,7,7,1,0.45,0.2,0.25,0.0,0.4,357,0.55,162,58,255,446,0.35,80,64,-1,5,9718072.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
227,28,710553600,2048,1161,887,31,13,10,12,8,4,6,2,4,0,0,11,7,4,20,8,12,3,1,0.79,0.26,0.53,0.62,0.41,171,0.88,102,66,512,341,0.18,14,34,-1,2,9718072.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
260,32,581126400,1335,694,641,25,7,7,7,5,2,1,0,1,0,0,3,1,2,16,8,8,2,0,0.54,0.07,0.47,0.65,0.28,191,1.08,83,53,668,1335,0.13,21,186,-1,3,9718072.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
293,30,645580800,1983,925,1058,32,9,12,1,0,1,3,2,1,0,0,19,10,9,11,4,7,3,1,0.18,0.14,0.05,0.0,0.09,1983,0.5,180,62,661,661,0.14,223,102,-1,14,9718072.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,33,537321600,2735,1418,1317,34,16,14,18,8,10,4,3,1,4,1,10,6,4,33,13,20,4,1,0.72,0.13,0.59,0.51,0.68,152,1.09,83,80,547,684,0.16,9,120,-1,1,9718072.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,30,620611200,496,152,344,18,1,3,2,1,1,1,1,0,0,0,10,7,3,3,0,3,1,0,0.54,0.18,0.36,0.59,0.26,248,0.54,165,28,496,496,0.18,47,79,-1,10,9023924.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
560,27,721353600,3041,1347,1694,34,15,19,10,1,9,5,3,2,0,0,10,5,5,45,18,27,10,1,0.44,0.15,0.3,0.07,0.48,304,1.33,68,89,304,608,0.3,63,92,-1,2,9023924.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
316,33,531532800,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,10,6,4,43,18,25,3,0,0.0,0.0,0.0,0.0,0.0,0,1.13,80,90,1140,0,0.08,342,302,50,25,9023924.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144,29,659577600,147,47,100,8,0,1,1,1,0,1,0,1,0,0,2,2,0,2,0,2,0,0,1.22,0.61,0.61,1.91,0.0,147,1.22,74,18,0,147,0.0,-1,-1,-1,13,8676850.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,24,811382400,1414,718,696,29,7,8,1,0,1,2,0,2,0,0,8,7,1,19,5,14,3,0,0.19,0.13,0.06,0.0,0.13,1414,1.21,74,49,471,707,0.19,209,110,-1,8,8676850.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,27,731289600,1045,577,468,17,7,6,1,1,0,1,0,1,0,0,0,0,0,19,8,11,2,0,0.17,0.09,0.09,0.16,0.0,1045,1.64,55,61,523,1045,0.17,171,156,-1,12,8329776.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
431,32,571622400,1233,682,551,18,8,6,0,0,0,0,0,0,0,0,10,3,7,7,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0.51,176,69,1233,0,0.07,273,385,5,16,8329776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84,25,776476800,2853,1470,1383,36,16,15,7,2,5,7,4,3,0,0,18,8,10,22,11,11,3,0,0.44,0.22,0.22,0.12,0.33,408,0.69,130,79,951,408,0.09,85,58,-1,5,8329776.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82,27,715910400,2128,960,1168,34,11,14,1,0,1,3,1,2,0,0,14,9,5,19,5,14,5,0,0.17,0.13,0.04,0.0,0.08,2128,0.8,112,63,426,709,0.21,246,117,-1,12,8329776.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
468,29,667094400,1339,647,692,27,7,7,7,1,6,4,2,2,0,1,13,6,7,9,4,5,0,0,0.74,0.27,0.47,0.14,0.78,191,0.6,149,50,0,335,0.0,23,32,-1,6,8329776.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
150,33,546048000,3239,1709,1530,36,19,17,3,3,0,2,1,1,0,0,16,10,6,35,12,23,3,0,0.14,0.06,0.08,0.16,0.0,1080,0.97,93,90,1080,1620,0.08,188,198,27,9,8329776.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,29,660182400,813,526,287,16,6,3,1,0,1,1,0,1,0,0,5,3,2,10,6,4,1,0,0.22,0.11,0.11,0.0,0.31,813,1.11,81,51,813,813,0.11,151,139,-1,10,8329776.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,35,489715200,2568,1207,1361,30,13,15,2,1,1,2,2,0,0,0,4,2,2,41,16,25,10,1,0.14,0.07,0.07,0.07,0.07,1284,1.44,63,86,257,1284,0.35,201,181,-1,9,8329776.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
430,31,586396800,2441,1051,1390,28,12,16,1,1,0,0,0,0,0,0,6,1,5,35,14,21,8,1,0.04,0.0,0.04,0.09,0.0,2441,1.29,70,87,305,0,0.29,234,257,-1,11,8329776.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,25,792374400,1392,729,663,25,8,8,2,1,1,1,1,0,0,0,15,10,5,7,4,3,0,0,0.19,0.06,0.13,0.12,0.14,696,0.45,199,56,0,1392,0.0,135,190,-1,9,8329776.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,26,745372800,19,19,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,0.0,-1,-1,-1,21,8329776.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,29,662169600,1327,689,638,28,8,6,4,2,2,6,5,1,0,0,7,6,1,12,2,10,0,0,0.68,0.41,0.27,0.26,0.28,332,0.81,111,47,0,221,0.0,69,8,-1,5,8329776.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,25,780278400,890,360,530,13,4,6,1,0,1,0,0,0,0,0,4,3,1,12,3,9,3,0,0.1,0.0,0.1,0.0,0.17,890,1.21,74,68,297,0,0.3,160,329,67,9,8329776.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
563,31,587088000,2108,833,1275,32,11,15,3,2,1,6,3,3,0,0,13,7,6,23,6,17,2,0,0.38,0.26,0.13,0.22,0.07,703,0.98,92,66,1054,351,0.09,131,36,-1,8,8329776.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,27,731116800,2874,1350,1524,33,15,18,1,1,0,0,0,0,0,0,12,7,5,34,10,24,7,0,0.03,0.0,0.03,0.07,0.0,2874,1.06,85,87,411,0,0.22,259,374,39,13,8009400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30,625104000,459,269,190,9,3,2,2,0,2,0,0,0,0,0,1,1,0,4,1,3,2,0,0.39,0.0,0.39,0.0,0.95,230,0.78,115,51,230,0,0.39,38,361,-1,7,7982702.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,30,619056000,1404,617,787,22,8,8,2,0,2,3,3,0,0,0,6,1,5,17,9,8,4,0,0.32,0.19,0.13,0.0,0.23,702,1.09,83,64,351,468,0.26,136,71,-1,7,7982702.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,27,743990400,1986,972,1014,27,12,12,1,1,0,1,1,0,0,0,10,6,4,27,13,14,7,0,0.09,0.05,0.05,0.09,0.0,1986,1.22,74,74,284,1986,0.32,224,213,-1,11,7742420.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
224,25,795571200,1535,882,653,19,10,8,0,0,0,5,4,1,0,0,4,4,0,20,8,12,3,0,0.29,0.29,0.0,0.0,0.0,0,1.17,77,81,512,307,0.18,385,26,61,27,7635628.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,38,390700800,585,315,270,7,4,3,0,0,0,0,0,0,0,0,2,2,0,8,3,5,0,0,0.0,0.0,0.0,0.0,0.0,0,1.23,73,84,0,0,0.0,384,377,71,20,7635628.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,24,818121600,1623,743,880,27,8,10,10,4,6,2,1,1,1,0,5,1,4,25,8,17,2,0,0.67,0.11,0.55,0.48,0.61,162,1.39,65,60,812,812,0.11,12,137,-1,4,7635628.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,29,657849600,1650,829,821,24,11,10,6,3,3,0,0,0,0,0,1,0,1,42,20,22,2,0,0.33,0.0,0.33,0.33,0.33,275,2.29,39,69,825,0,0.11,54,417,-1,2,7219139.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
294,26,762998400,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,14,9,5,44,20,24,1,0,0.0,0.0,0.0,0.0,0.0,0,1.16,78,90,3420,0,0.03,409,255,57,14,6952603.7217,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
376,31,608947200,2000,1083,917,28,13,11,10,7,3,4,1,3,1,0,5,3,2,31,17,14,3,0,0.63,0.18,0.45,0.58,0.29,200,1.4,65,71,667,500,0.14,26,76,-1,1,6941480.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213,27,717552000,2502,1317,1185,29,15,14,4,2,2,2,0,2,0,0,7,6,1,35,11,24,10,0,0.22,0.07,0.14,0.14,0.15,626,1.26,71,86,250,1251,0.36,127,183,-1,6,6941480.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,29,662342400,2761,1338,1423,31,15,16,2,1,1,4,3,1,0,0,14,8,6,28,9,19,6,0,0.2,0.13,0.07,0.07,0.06,1381,0.91,99,89,460,690,0.2,199,113,22,10,6941480.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,28,681609600,1532,811,721,22,9,8,1,1,0,0,0,0,0,0,11,6,5,9,5,4,3,0,0.06,0.0,0.06,0.11,0.0,1532,0.53,170,70,511,0,0.18,210,286,8,11,6941480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
363,30,634867200,2417,1170,1247,27,13,14,0,0,0,0,0,0,0,0,9,5,4,32,10,22,2,0,0.0,0.0,0.0,0.0,0.0,0,1.19,76,90,1209,0,0.07,322,403,64,21,6941480.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,24,829180800,1827,755,1072,25,9,13,5,1,4,3,2,1,0,0,7,3,4,17,4,13,4,0,0.39,0.15,0.25,0.12,0.34,365,0.84,107,73,457,609,0.2,82,97,-1,5,6941480.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
157,31,615600000,985,540,445,13,6,5,1,1,0,0,0,0,0,0,6,3,3,7,3,4,1,0,0.09,0.0,0.09,0.17,0.0,985,0.64,141,76,985,0,0.09,176,324,15,12,6941480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
229,33,535939200,2970,1620,1350,33,18,15,0,0,0,0,0,0,0,0,12,7,5,30,13,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.91,99,90,0,0,0.0,339,284,21,19,6941480.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
186,26,751334400,2013,1051,962,28,11,10,1,1,0,2,1,1,0,0,15,7,8,13,6,7,6,0,0.13,0.09,0.04,0.09,0.0,2013,0.58,155,72,336,1007,0.27,231,167,-1,15,6941480.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
333,30,643852800,2777,1245,1532,33,13,17,1,1,0,1,0,1,0,0,18,7,11,17,9,8,3,0,0.06,0.03,0.03,0.07,0.0,2777,0.55,163,84,926,2777,0.1,250,248,9,14,6941480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,27,740534400,1891,1127,764,24,13,9,0,0,0,5,3,2,0,0,5,5,0,26,10,16,5,0,0.24,0.24,0.0,0.0,0.0,0,1.24,73,79,378,378,0.24,285,47,75,22,6941480.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,33,526521600,3040,1532,1508,38,18,17,1,0,1,8,5,3,0,0,9,7,2,37,17,20,4,0,0.27,0.24,0.03,0.0,0.06,3040,1.1,82,80,760,380,0.12,258,44,-1,11,6941480.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
482,32,571881600,3330,1620,1710,37,18,19,0,0,0,0,0,0,0,0,8,6,2,43,20,23,0,0,0.0,0.0,0.0,0.0,0.0,0,1.16,77,90,0,0,0.0,405,328,56,19,6941480.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,30,621216000,3134,1602,1532,38,18,18,13,7,6,6,2,4,2,3,14,9,5,40,19,21,3,0,0.55,0.17,0.37,0.39,0.35,241,1.15,78,82,1045,522,0.09,46,84,-1,2,6941480.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,28,699667200,2835,1395,1440,32,15,16,0,0,0,0,0,0,0,0,7,6,1,39,12,27,0,0,0.0,0.0,0.0,0.0,0.0,0,1.24,73,89,0,0,0.0,390,413,76,23,6941480.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,28,694224000,389,181,208,8,2,2,0,0,0,1,0,1,0,0,2,1,1,8,2,6,2,0,0.23,0.23,0.0,0.0,0.0,0,1.85,49,49,195,389,0.46,369,48,-1,24,6941480.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
415,30,626486400,833,473,360,14,6,4,0,0,0,1,1,0,0,0,7,5,2,9,5,4,2,0,0.11,0.11,0.0,0.0,0.0,0,0.97,93,60,417,833,0.22,412,133,-1,20,6941480.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
283,26,770083200,1762,968,794,24,11,9,0,0,0,0,0,0,0,0,13,6,7,15,8,7,1,0,0.0,0.0,0.0,0.0,0.0,0,0.77,117,73,1762,0,0.05,309,418,17,17,6941480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137,30,636595200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,6941480.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,34,503798400,22,1,21,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,11,0,0,0.0,-1,-1,-1,15,6941480.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,28,702864000,3086,1643,1443,36,19,16,22,18,4,1,0,1,0,0,20,12,8,18,8,10,2,0,0.67,0.03,0.64,0.99,0.25,140,0.52,171,86,1543,3086,0.06,4,249,-1,1,6941480.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
296,28,693187200,3165,1621,1544,37,19,18,2,0,2,0,0,0,1,0,16,10,6,36,12,24,8,0,0.06,0.0,0.06,0.0,0.12,1583,1.02,88,86,396,0,0.23,212,375,-1,11,6767943.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,21,907718400,2467,1266,1201,29,14,13,1,0,1,12,8,4,0,0,16,11,5,14,4,10,3,0,0.47,0.44,0.04,0.0,0.07,2467,0.51,176,85,822,206,0.11,238,6,6,13,6767943.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192,35,484012800,2381,1286,1095,29,14,13,1,1,0,3,3,0,0,0,16,7,9,15,8,7,5,0,0.15,0.11,0.04,0.07,0.0,2381,0.57,159,82,476,794,0.19,229,134,-1,15,6767943.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
515,32,581817600,2199,1119,1080,25,13,12,1,0,1,2,2,0,0,0,6,6,0,31,9,22,12,0,0.12,0.08,0.04,0.0,0.08,2199,1.27,71,88,183,1100,0.49,240,173,82,12,6386161.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,26,755049600,1241,432,809,27,4,9,3,1,2,5,2,3,0,0,11,5,6,13,5,8,1,0,0.58,0.36,0.22,0.21,0.22,414,0.94,95,46,1241,248,0.07,84,12,-1,7,6363023.778299999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,28,703468800,2617,1263,1354,31,15,16,2,0,2,0,0,0,0,0,6,5,1,36,12,24,9,0,0.07,0.0,0.07,0.0,0.13,1309,1.24,73,84,291,0,0.31,195,378,74,9,6247332.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,33,528422400,832,446,386,27,4,3,2,1,1,4,3,1,0,0,12,7,5,4,1,3,1,0,0.65,0.43,0.22,0.2,0.23,416,0.43,208,31,832,208,0.11,86,7,-1,12,6247332.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,23,860025600,1019,702,317,29,7,1,7,5,2,3,1,2,1,0,16,7,9,11,7,4,1,0,0.88,0.26,0.62,0.64,0.57,146,0.97,93,35,1019,340,0.09,6,33,-1,4,6247332.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
345,24,821318400,1867,1024,843,31,11,10,10,5,5,10,6,4,0,0,16,8,8,14,8,6,1,0,0.96,0.48,0.48,0.44,0.53,187,0.67,133,60,1867,187,0.05,20,4,-1,3,6247332.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
352,27,743126400,2990,1511,1479,35,17,16,4,2,2,4,2,2,0,0,14,9,5,36,16,20,6,1,0.24,0.12,0.12,0.12,0.12,748,1.08,83,85,427,748,0.21,140,122,42,5,6247332.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336,34,495158400,1328,484,844,17,5,8,3,2,1,0,0,0,0,0,4,3,1,21,5,16,1,0,0.2,0.0,0.2,0.37,0.11,443,1.42,63,78,1328,0,0.07,93,295,103,7,6247332.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,30,620265600,3403,1693,1710,38,19,19,1,0,1,5,3,2,0,0,16,10,6,38,12,26,4,0,0.16,0.13,0.03,0.0,0.05,3403,1.0,90,90,851,681,0.11,260,116,33,14,6247332.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,27,717984000,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,21,12,9,19,8,11,1,0,0.0,0.0,0.0,0.0,0.0,0,0.5,180,90,3420,0,0.03,417,387,3,16,6247332.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49,31,600048000,454,180,274,12,1,2,0,0,0,0,0,0,0,0,2,1,1,6,2,4,2,0,0.0,0.0,0.0,0.0,0.0,0,1.19,76,38,227,0,0.4,270,326,-1,17,6247332.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467,23,863222400,2679,1283,1396,35,15,17,13,7,6,1,1,0,0,0,14,9,5,32,15,17,6,1,0.47,0.03,0.44,0.49,0.39,206,1.08,84,77,383,2679,0.24,28,250,-1,1,6247332.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219,27,731289600,2599,1350,1249,31,15,16,3,0,3,0,0,0,0,0,7,3,4,36,16,20,7,1,0.1,0.0,0.1,0.0,0.22,866,1.25,72,84,325,0,0.28,166,298,78,5,6247332.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,26,774403200,900,450,450,10,5,5,0,0,0,5,3,2,0,0,4,1,3,6,4,2,1,0,0.5,0.5,0.0,0.0,0.0,0,0.6,150,90,900,180,0.1,311,3,12,18,6247332.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
256,33,546220800,1915,884,1031,22,10,12,1,0,1,0,0,0,0,0,7,4,3,21,7,14,5,1,0.05,0.0,0.05,0.0,0.09,1915,0.99,91,87,383,0,0.23,220,282,31,10,6177917.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
531,31,606009600,2122,1114,1008,37,13,11,5,3,2,2,2,0,0,0,13,9,4,33,18,15,1,0,0.3,0.08,0.21,0.24,0.18,424,1.4,64,57,2122,1061,0.04,90,175,-1,4,6073795.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
535,31,604800000,2924,1549,1375,34,17,16,0,0,0,0,0,0,0,0,12,6,6,28,15,13,3,0,0.0,0.0,0.0,0.0,0.0,0,0.86,104,86,975,0,0.09,356,275,20,20,6032241.924746154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190,27,734832000,3054,1439,1615,36,17,19,9,4,5,4,2,2,0,0,6,3,3,43,21,22,3,0,0.38,0.12,0.27,0.25,0.28,339,1.27,71,85,1018,764,0.09,70,126,-1,2,5900258.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58,34,491961600,466,196,270,6,2,3,0,0,0,0,0,0,0,0,2,0,2,5,4,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0.97,93,78,233,0,0.39,300,256,29,23,5900258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
485,26,762048000,3173,1605,1568,38,18,17,7,5,2,14,5,9,0,0,10,6,4,61,23,38,2,0,0.6,0.4,0.2,0.28,0.11,453,1.73,52,84,1587,227,0.06,95,9,-1,3,5602956.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,31,589852800,468,287,181,15,2,2,3,3,0,0,0,0,0,0,3,2,1,9,5,4,0,0,0.58,0.0,0.58,0.94,0.0,156,1.73,52,31,0,0,0.0,10,391,-1,6,5553184.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
417,30,619228800,2336,1187,1149,29,14,13,0,0,0,3,2,1,0,0,11,6,5,26,10,16,2,0,0.12,0.12,0.0,0.0,0.0,0,1.0,90,81,1168,779,0.08,354,123,-1,25,5553184.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
354,27,713664000,2127,1040,1087,32,12,13,10,6,4,0,0,0,0,0,12,7,5,16,9,7,3,0,0.42,0.0,0.42,0.52,0.33,213,0.68,133,66,709,0,0.13,30,279,-1,3,5553184.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,28,699667200,971,493,478,19,4,5,4,1,3,2,1,1,0,0,5,3,2,11,5,6,2,0,0.56,0.19,0.37,0.18,0.56,243,1.02,88,51,486,486,0.19,44,68,-1,6,5553184.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,31,605923200,88,8,80,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.02,88,44,0,0,0.0,-1,-1,-1,15,5553184.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
184,30,627609600,725,266,459,11,3,5,0,0,0,1,1,0,0,0,4,1,3,9,4,5,2,1,0.12,0.12,0.0,0.0,0.0,0,1.12,81,66,242,725,0.37,295,125,-1,19,5553184.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
177,26,766108800,637,349,288,12,5,3,0,0,0,0,0,0,0,0,3,0,3,12,6,6,1,1,0.0,0.0,0.0,0.0,0.0,0,1.7,53,53,319,0,0.28,340,310,141,26,5553184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
565,28,687052800,1058,538,520,24,6,5,6,5,1,3,0,3,0,0,12,7,5,5,3,2,2,0,0.77,0.26,0.51,0.84,0.17,176,0.43,212,44,529,353,0.17,15,39,-1,4,5553184.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,37,419040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,5553184.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,24,829094400,615,360,255,8,4,2,0,0,0,0,0,0,0,0,3,3,0,7,2,5,1,0,0.0,0.0,0.0,0.0,0.0,0,1.02,88,77,615,0,0.15,338,346,34,21,5553184.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,28,691113600,470,253,217,12,2,2,1,1,0,0,0,0,0,0,3,2,1,11,3,8,0,0,0.19,0.0,0.19,0.36,0.0,470,2.11,43,39,0,0,0.0,100,357,-1,12,5553184.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
