,age,birthday,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,annual_salary,Forward,Goalkeeper,Midfielder,Arsenal,Brighton & Hove Albion,Burnley,Cardiff City,Chelsea,Crystal Palace,Everton,Fulham,Huddersfield Town,Leicester City,Liverpool,Manchester City,Manchester United,Newcastle United,Southampton,Tottenham Hotspur,Watford,West Ham United,Wolverhampton Wanderers
48,29,679622400,3018,1571,1447,38,18,16,6,2,4,4,2,2,0,0,12,7,5,44,20,24,1,0,0.3,0.12,0.18,0.11,0.25,503,1.31,69,79,3018,755,0.03,102,131,-1,3,3817814.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
514,32,573609600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,3817814.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,30,622339200,3420,1710,1710,38,19,19,0,0,0,2,1,1,0,0,8,5,3,57,27,30,9,0,0.05,0.05,0.0,0.0,0.0,0,1.5,60,90,380,1710,0.24,380,211,118,21,3817814.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,23,842227200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,3817814.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,23,848707200,2850,1535,1315,36,18,17,7,3,4,7,4,3,1,1,8,5,3,39,18,21,5,1,0.44,0.22,0.22,0.18,0.27,407,1.23,73,79,570,407,0.16,83,60,-1,2,3817814.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
159,24,835920000,1992,1069,923,34,11,12,4,1,3,1,1,0,0,0,8,5,3,26,10,16,2,0,0.23,0.05,0.18,0.08,0.29,498,1.17,77,59,996,1992,0.09,103,212,-1,3,3817814.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
247,32,560563200,3071,1506,1565,38,18,18,3,1,2,6,1,5,0,0,12,7,5,44,19,25,7,0,0.26,0.18,0.09,0.06,0.12,1024,1.29,70,81,439,512,0.21,179,74,-1,7,3817814.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
439,30,640396800,998,435,563,18,5,7,0,0,0,0,0,0,0,0,3,2,1,12,5,7,0,0,0.0,0.0,0.0,0.0,0.0,0,1.08,83,55,0,0,0.0,415,388,-1,13,3817814.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,29,670982400,3420,1710,1710,38,19,19,12,7,5,2,0,2,10,1,12,7,5,47,20,27,10,0,0.37,0.05,0.32,0.37,0.26,285,1.24,73,90,342,1710,0.26,58,210,-1,1,3817814.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
356,26,755049600,983,549,434,20,6,4,1,1,0,4,4,0,0,0,1,1,0,21,11,10,1,0,0.46,0.37,0.09,0.16,0.0,983,1.92,47,49,983,246,0.09,180,11,-1,8,3817814.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
447,28,701654400,1121,609,512,24,7,5,0,0,0,1,0,1,0,0,7,4,3,17,9,8,0,0,0.08,0.08,0.0,0.0,0.0,0,1.36,66,47,0,1121,0.0,371,171,-1,22,3817814.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,29,651888000,3198,1703,1495,36,19,17,3,2,1,2,0,2,0,0,12,7,5,41,19,22,3,0,0.14,0.06,0.08,0.11,0.06,1066,1.15,78,89,1066,1599,0.08,186,199,53,6,3817814.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
568,28,711158400,516,180,336,17,2,3,1,0,1,0,0,0,0,0,5,1,4,10,3,7,1,0,0.17,0.0,0.17,0.0,0.27,516,1.74,52,30,516,0,0.17,113,290,-1,8,3748399.1999999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
83,25,800409600,1750,990,760,22,11,8,0,0,0,1,1,0,0,0,4,2,2,28,17,11,4,0,0.05,0.05,0.0,0.0,0.0,0,1.44,63,80,438,1750,0.21,400,200,107,20,3616631.5825354164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,24,818380800,795,334,461,19,3,6,1,0,1,1,1,0,0,0,4,4,0,21,3,18,1,0,0.23,0.11,0.11,0.0,0.2,795,2.38,38,42,795,795,0.11,148,132,-1,13,3616631.5825354164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,39,339206400,1136,534,602,14,6,8,0,0,0,1,1,0,0,0,4,2,2,17,8,9,2,0,0.08,0.08,0.0,0.0,0.0,0,1.35,67,81,568,1136,0.16,399,174,92,19,3616631.5825354164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,19,969062400,216,191,25,8,2,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27,0,0,0.0,-1,-1,-1,16,3616631.5825354164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,40,319852800,1080,540,540,12,6,6,0,0,0,0,0,0,0,0,4,2,2,17,4,13,2,0,0.0,0.0,0.0,0.0,0.0,0,1.42,64,90,540,0,0.17,361,395,100,20,3616631.5825354164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,28,682732800,554,302,252,11,2,2,0,0,0,0,0,0,0,0,4,2,2,11,10,1,2,0,0.0,0.0,0.0,0.0,0.0,0,1.79,50,50,277,0,0.32,281,309,-1,25,3616631.5825354164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,20,943228800,1599,941,658,21,11,8,3,3,0,5,3,2,0,0,4,3,1,22,12,10,2,0,0.45,0.28,0.17,0.29,0.0,533,1.24,73,76,800,320,0.11,112,29,-1,7,3616631.5825354164,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,31,609206400,2274,1240,1034,28,14,13,1,1,0,1,1,0,0,0,8,4,4,37,20,17,5,0,0.08,0.04,0.04,0.07,0.0,2274,1.46,61,81,455,2274,0.2,241,234,-1,9,3561980.4149999996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,21,919641600,1715,1070,645,23,12,8,2,1,1,1,1,0,0,0,3,1,2,26,17,9,5,1,0.16,0.05,0.1,0.08,0.14,858,1.36,66,75,343,1715,0.26,159,214,95,7,3504468.4733333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
347,23,854928000,721,381,340,13,4,4,0,0,0,0,0,0,0,0,3,1,2,10,5,5,2,0,0.0,0.0,0.0,0.0,0.0,0,1.25,72,55,361,0,0.25,362,394,-1,24,3504468.4733333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,23,862963200,1092,575,517,13,7,6,3,2,1,4,2,2,0,0,3,3,0,13,5,8,2,0,0.58,0.33,0.25,0.31,0.17,364,1.07,84,84,546,273,0.16,81,13,-1,4,3504468.4733333336,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
407,26,749520000,756,368,388,11,4,5,5,2,3,0,0,0,0,0,3,2,1,11,7,4,0,0,0.6,0.0,0.6,0.49,0.7,151,1.31,69,69,0,0,0.0,8,308,-1,4,3504468.4733333336,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
408,26,760838400,763,405,358,10,5,4,0,0,0,0,0,0,0,0,3,2,1,10,4,6,0,0,0.0,0.0,0.0,0.0,0.0,0,1.18,76,76,0,0,0.0,282,311,-1,24,3504468.4733333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
547,32,569289600,226,152,74,8,2,1,0,0,0,0,0,0,0,0,3,1,2,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0,1.59,57,28,0,0,0.0,-1,-1,-1,14,3504468.4733333336,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
416,33,553392000,516,161,355,10,2,5,0,0,0,0,0,0,0,0,3,0,3,5,3,2,1,0,0.0,0.0,0.0,0.0,0.0,0,0.87,103,52,516,0,0.17,355,277,-1,24,3504468.4733333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,22,881625600,1007,601,406,16,6,5,1,0,1,2,2,0,0,0,3,3,0,16,7,9,0,0,0.27,0.18,0.09,0.0,0.22,1007,1.43,63,63,0,504,0.0,173,77,-1,10,3504468.4733333336,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,22,878688000,849,436,413,13,5,5,0,0,0,1,0,1,0,0,3,1,2,16,7,9,1,0,0.11,0.11,0.0,0.0,0.0,0,1.7,53,65,849,849,0.11,279,136,142,17,3504468.4733333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,19,973555200,391,267,124,10,3,1,0,0,0,1,1,0,0,0,3,3,0,5,2,3,0,0,0.23,0.23,0.0,0.0,0.0,0,1.15,78,39,0,391,0.0,277,54,-1,16,3504468.4733333336,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,33,535334400,1260,668,592,16,8,7,5,3,2,3,3,0,0,0,3,2,1,24,12,12,3,0,0.57,0.21,0.36,0.4,0.3,252,1.71,53,79,420,420,0.21,49,62,-1,3,3504468.4733333336,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
459,28,705369600,738,455,283,19,5,3,1,1,0,0,0,0,0,0,3,2,1,12,6,6,3,0,0.12,0.0,0.12,0.2,0.0,738,1.46,62,39,246,0,0.37,142,323,-1,12,3504468.4733333336,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
526,28,701913600,1432,469,963,29,5,11,3,1,2,2,1,1,0,0,4,1,3,23,8,15,2,0,0.31,0.13,0.19,0.19,0.19,477,1.45,62,49,716,716,0.13,98,114,-1,6,3470740.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
266,25,783043200,2511,1319,1192,30,15,14,2,0,2,0,0,0,0,0,8,4,4,45,18,27,12,0,0.07,0.0,0.07,0.0,0.15,1256,1.61,56,84,209,0,0.43,202,288,-1,6,3470740.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,31,588384000,1520,800,720,17,9,8,0,0,0,1,1,0,0,0,3,1,2,27,14,13,0,0,0.06,0.06,0.0,0.0,0.0,0,1.6,56,89,0,1520,0.0,271,191,133,23,3470740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
381,29,671587200,2166,1176,990,25,13,11,0,0,0,1,0,1,0,0,3,3,0,38,18,20,4,0,0.04,0.04,0.0,0.0,0.0,0,1.58,57,87,542,2166,0.17,294,229,128,13,3470740.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,28,710812800,381,214,167,8,3,2,0,0,0,0,0,0,0,0,2,2,0,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.94,95,48,0,0,0.0,388,409,-1,21,3470740.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,33,547430400,2308,1147,1161,31,14,15,5,2,3,5,4,1,4,0,7,4,3,29,12,17,7,1,0.39,0.19,0.19,0.16,0.23,462,1.13,80,74,289,462,0.31,96,67,-1,5,3470740.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
442,29,676944000,1878,993,885,25,13,11,3,2,1,3,1,2,1,1,3,2,1,31,16,15,1,0,0.29,0.14,0.14,0.18,0.1,626,1.49,61,75,1878,626,0.05,126,104,-1,4,3470740.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,30,618883200,470,102,368,13,1,3,1,0,1,0,0,0,0,0,4,2,2,7,0,7,2,0,0.19,0.0,0.19,0.0,0.24,470,1.34,67,36,235,0,0.38,99,299,-1,11,3470740.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
251,31,607132800,2563,1140,1423,29,13,16,1,0,1,1,0,1,0,0,10,5,5,34,12,22,6,0,0.07,0.04,0.04,0.0,0.06,2563,1.19,75,88,427,2563,0.21,232,215,63,9,3470740.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
421,28,709257600,2088,1006,1082,31,11,12,0,0,0,0,0,0,0,0,9,5,4,26,11,15,5,0,0.0,0.0,0.0,0.0,0.0,0,1.12,80,67,418,0,0.22,288,337,-1,18,3470740.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
479,23,858211200,3009,1451,1558,35,16,18,4,3,1,3,2,1,2,0,8,6,2,40,19,21,8,0,0.21,0.09,0.12,0.19,0.06,752,1.2,75,86,376,1003,0.24,145,162,-1,3,3470740.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,27,722131200,3087,1620,1467,35,18,17,3,2,1,1,1,0,0,0,7,5,2,52,25,27,8,0,0.12,0.03,0.09,0.11,0.06,1029,1.52,59,88,386,3087,0.23,172,238,121,4,3470740.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,37,398390400,329,95,234,7,1,3,1,1,0,0,0,0,0,0,5,3,2,2,0,2,1,1,0.27,0.0,0.27,0.95,0.0,329,0.55,165,47,165,0,0.55,71,272,10,13,3470740.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
458,24,807580800,2764,1416,1348,31,16,15,4,2,2,3,2,1,0,0,4,1,3,52,23,29,10,2,0.23,0.1,0.13,0.13,0.13,691,1.69,53,89,251,921,0.36,138,147,-1,5,3470740.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,30,629683200,1589,888,701,20,10,8,0,0,0,1,1,0,0,0,3,2,1,22,12,10,1,0,0.06,0.06,0.0,0.0,0.0,0,1.25,72,79,1589,1589,0.06,292,193,80,20,3470740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
248,29,658368000,14,14,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,14,0,0,0.0,-1,-1,-1,22,3470740.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,33,536630400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,3470740.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,34,513216000,206,90,116,3,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.75,52,69,0,0,0.0,-1,-1,-1,17,3470740.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,26,745027200,1022,494,528,19,6,6,0,0,0,0,0,0,0,0,4,3,1,16,8,8,2,0,0.0,0.0,0.0,0.0,0.0,0,1.41,64,54,511,0,0.18,403,270,-1,16,3470740.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,26,763344000,3219,1599,1620,36,18,18,0,0,0,11,9,2,0,0,21,12,9,17,7,10,4,0,0.31,0.31,0.0,0.0,0.0,0,0.48,189,89,805,293,0.11,418,19,2,20,3470740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220,24,823219200,1591,832,759,26,9,8,1,0,1,0,0,0,0,0,10,4,6,16,8,8,4,0,0.06,0.0,0.06,0.0,0.12,1591,0.91,99,61,398,0,0.23,204,285,-1,9,3470740.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,30,628646400,2250,1170,1080,25,13,12,0,0,0,0,0,0,0,0,4,2,2,37,16,21,1,0,0.0,0.0,0.0,0.0,0.0,0,1.48,61,90,2250,0,0.04,372,365,114,21,3470740.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,24,831081600,1972,742,1230,35,7,15,3,1,2,6,3,3,0,0,8,7,1,31,8,23,0,0,0.41,0.27,0.14,0.12,0.15,657,1.41,64,56,0,329,0.0,128,31,-1,8,3470740.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,28,692064000,2582,1330,1252,38,15,14,10,4,6,2,0,2,0,0,8,5,3,43,21,22,2,0,0.42,0.07,0.35,0.27,0.43,258,1.5,60,68,1291,1291,0.07,50,188,-1,2,3470740.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,34,508032000,240,120,120,7,1,1,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.75,120,34,0,0,0.0,-1,-1,-1,21,3470740.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,29,653356800,2327,1190,1137,29,13,12,3,1,2,1,0,1,1,0,4,3,1,46,20,26,4,0,0.15,0.04,0.12,0.08,0.16,776,1.78,51,80,582,2327,0.15,147,233,-1,3,3470740.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
240,26,759628800,1697,816,881,24,9,10,1,1,0,0,0,0,0,0,5,2,3,30,11,19,4,0,0.05,0.0,0.05,0.11,0.0,1697,1.59,57,71,424,0,0.21,217,369,130,14,3331910.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
211,32,566092800,1092,496,596,14,6,7,5,4,1,0,0,0,0,0,5,4,1,15,3,12,0,0,0.41,0.0,0.41,0.73,0.15,218,1.24,73,78,0,0,0.0,33,306,-1,5,3204148.3345454545,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,29,665452800,2045,1011,1034,29,11,11,1,1,0,1,1,0,0,0,5,3,2,38,21,17,1,0,0.09,0.04,0.04,0.09,0.0,2045,1.67,54,71,2045,2045,0.04,237,216,-1,12,3204148.3345454545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,33,524880000,1438,526,912,18,6,10,0,0,0,0,0,0,0,0,5,3,2,35,7,28,2,0,0.0,0.0,0.0,0.0,0.0,0,2.19,41,80,719,0,0.13,359,379,-1,27,3204148.3345454545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,31,602294400,2777,1427,1350,31,15,15,0,0,0,1,1,0,0,0,5,3,2,52,22,30,1,0,0.03,0.03,0.0,0.0,0.0,0,1.69,53,90,2777,2777,0.03,333,247,139,25,3204148.3345454545,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
513,35,477360000,1226,675,551,17,7,6,0,0,0,2,1,1,0,0,5,3,2,23,11,12,1,0,0.15,0.15,0.0,0.0,0.0,0,1.69,53,72,1226,613,0.07,360,99,138,26,3204148.3345454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,29,679536000,806,450,356,11,5,4,1,0,1,0,0,0,0,0,5,3,2,7,2,5,1,0,0.11,0.0,0.11,0.0,0.25,806,0.78,115,73,806,0,0.11,150,318,18,13,3204148.3345454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97,25,790560000,2587,1458,1129,31,16,13,2,2,0,0,0,0,0,0,5,3,2,49,24,25,9,0,0.07,0.0,0.07,0.12,0.0,1294,1.7,53,83,287,0,0.31,196,399,144,5,3204148.3345454545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
528,31,601603200,1302,824,478,18,9,5,0,0,0,1,1,0,0,0,5,2,3,18,12,6,2,0,0.07,0.07,0.0,0.0,0.0,0,1.24,72,72,651,1302,0.14,349,179,-1,20,3204148.3345454545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
361,24,823737600,345,96,249,24,0,1,1,0,1,0,0,0,0,0,5,4,1,13,4,9,1,0,0.26,0.0,0.26,0.0,0.36,345,3.39,27,14,345,0,0.26,74,336,-1,11,3204148.3345454545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,28,695433600,2974,1563,1411,35,18,16,12,9,3,3,3,0,5,1,9,6,3,54,20,34,3,0,0.45,0.09,0.36,0.52,0.19,248,1.63,55,85,991,991,0.09,48,158,-1,2,3123666.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,29,672019200,2787,1350,1437,31,15,16,1,0,1,1,0,1,0,0,9,6,3,53,17,36,3,0,0.06,0.03,0.03,0.0,0.06,2787,1.71,53,90,929,2787,0.1,254,243,145,9,3123666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,28,710467200,794,365,429,15,4,5,0,0,0,1,0,1,0,0,5,3,2,8,4,4,1,0,0.11,0.11,0.0,0.0,0.0,0,0.91,99,53,794,794,0.11,265,142,-1,21,3123666.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,33,550627200,2165,960,1205,29,11,13,0,0,0,0,0,0,0,0,9,3,6,28,13,15,3,0,0.0,0.0,0.0,0.0,0.0,0,1.16,77,75,722,0,0.12,348,267,-1,21,3123666.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
508,26,746841600,2610,1350,1260,29,15,14,0,0,0,0,0,0,0,0,5,3,2,53,24,29,1,0,0.0,0.0,0.0,0.0,0.0,0,1.83,49,90,2610,0,0.03,320,406,153,21,3123666.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
504,33,551232000,13,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,13,0,0,0.0,-1,-1,-1,22,3123666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
366,30,627350400,1626,797,829,27,10,8,2,1,1,2,1,1,0,0,9,5,4,17,8,9,3,0,0.22,0.11,0.11,0.11,0.11,813,0.94,96,60,542,813,0.17,154,140,-1,8,3123666.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139,33,536716800,291,26,265,6,0,3,0,0,0,0,0,0,0,0,3,1,2,4,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,1.24,73,49,0,0,0.0,269,333,73,21,3123666.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
154,28,683769600,2551,1371,1180,30,16,14,1,0,1,1,0,1,0,0,5,4,1,44,19,25,2,0,0.07,0.04,0.04,0.0,0.08,2551,1.55,58,85,1276,2551,0.07,242,226,-1,10,3123666.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,32,567907200,180,90,90,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0,2.5,36,90,0,0,0.0,-1,-1,-1,13,3123666.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
474,29,663206400,2825,1467,1358,33,17,16,6,5,1,1,0,1,0,0,5,3,2,52,27,25,3,0,0.22,0.03,0.19,0.31,0.07,471,1.66,54,86,942,2825,0.1,97,251,-1,4,3123666.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
348,28,690681600,3153,1550,1603,36,18,18,2,0,2,1,0,1,0,0,7,5,2,53,24,29,7,1,0.09,0.03,0.06,0.0,0.11,1577,1.51,59,88,450,3153,0.2,208,252,120,5,3123666.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,27,743904000,2929,1526,1403,37,17,17,12,9,3,2,1,1,0,0,11,5,6,34,21,13,2,0,0.43,0.06,0.37,0.53,0.19,244,1.04,86,79,1465,1465,0.06,43,197,-1,1,3123666.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
390,30,621388800,2940,1557,1383,36,19,16,2,1,1,8,2,6,1,1,11,5,6,37,21,16,9,0,0.31,0.24,0.06,0.06,0.07,1470,1.13,79,82,327,368,0.28,213,45,-1,6,3123666.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
392,30,628560000,443,353,90,6,4,1,0,0,0,0,0,0,0,0,1,1,0,7,4,3,0,0,0.0,0.0,0.0,0.0,0.0,0,1.42,63,74,0,0,0.0,411,280,102,25,3123666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99,28,697507200,166,166,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.08,83,55,0,0,0.0,-1,-1,-1,18,3123666.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,31,617068800,1521,836,685,18,9,8,0,0,0,2,2,0,0,0,3,2,1,22,8,14,3,0,0.12,0.12,0.0,0.0,0.0,0,1.3,69,85,507,761,0.18,395,127,84,23,3123666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,24,832809600,371,191,180,6,2,2,0,0,0,0,0,0,0,0,2,2,0,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0,0.73,124,62,371,0,0.24,267,330,16,20,3123666.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275,33,545788800,1710,810,900,19,9,10,0,0,0,0,0,0,0,0,4,2,2,34,17,17,0,0,0.0,0.0,0.0,0.0,0.0,0,1.79,50,90,0,0,0.0,367,341,149,16,3123666.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
